Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
Arts,Dance, 220,801,"Blahnik,Angela Mary Frederick",25,25,100.0%,3.627,17,2,1,4,,,,,,,,1,,,,
Arts,Dance, 220,802,"Blahnik,Angela Mary Frederick",29,28,96.6%,3.166,9,2,6,4,2,1,2,1,,,,1,1,,,
Arts,Dance, 220,803,"Blahnik,Angela Mary Frederick",31,28,90.3%,3.298,11,4,5,3,1,,1,1,,1,1,,1,,,
Arts,Dance, 220,804,"McDaniel,Kymberly Ann",30,29,96.7%,3.793,23,4,1,,,,,,,,,1,,,,
Arts,Dance, 220,805,"Ryan,Thomas P",30,29,96.7%,3.552,18,3,,5,,,,3,,,,,,,,
Arts,Dance, 220,806,"Ryan,Thomas P",22,22,100.0%,3.652,15,2,,3,,,2,,,,,,,,,
Arts,Dance, 220,807,"Johnson,Kimberly Alice",31,31,100.0%,3.635,22,4,1,,1,1,,1,,,,1,,,,
Arts,Dance, 220,808,"Schuchart,Dan S",25,25,100.0%,3.213,16,1,1,2,,1,,,,1,,3,,,,
Arts,Dance, 220,Course Total,Course Total,223,217,97.3%,3.493,131,22,15,21,4,3,5,6,,2,1,7,2,,,
Arts,Dance, 251,001,"Schuchart,Dan S",14,14,100.0%,3.620,8,2,,2,2,,,,,,,,,,,
Arts,Dance, 251,011,"Schuchart,Dan S",9,9,100.0%,3.149,4,,,1,2,1,,1,,,,,,,,
Arts,Dance, 251,Course Total,Course Total,23,23,100.0%,3.436,12,2,,3,4,1,,1,,,,,,,,
Arts,Dance, 314,001,"Loewen,Debra G",12,12,100.0%,3.251,4,3,2,,1,,1,,,,1,,,,,
Arts,Dance, 314,Course Total,Course Total,12,12,100.0%,3.251,4,3,2,,1,,1,,,,1,,,,,
Arts,Dance, 315,001,"Wutz,Darci L",29,29,100.0%,3.298,10,4,7,2,2,,,1,,,2,,,,1,
Arts,Dance, 315,Course Total,Course Total,29,29,100.0%,3.298,10,4,7,2,2,,,1,,,2,,,,1,
Arts,Dance, 317,811,"Culbreth,Mair W",11,11,100.0%,3.788,9,,,1,1,,,,,,,,,,,
Arts,Dance, 317,Course Total,Course Total,11,11,100.0%,3.788,9,,,1,1,,,,,,,,,,,
Arts,Dance, 321,802,"Ventura,Matthew R",9,8,88.9%,3.418,5,,,,2,,1,,,,,,,,,
Arts,Dance, 321,Course Total,Course Total,9,8,88.9%,3.418,5,,,,2,,1,,,,,,,,,
Arts,Dance, 323,801,"Moberly,Lisa C",7,7,100.0%,3.620,4,2,,,,,1,,,,,,,,,
Arts,Dance, 323,Course Total,Course Total,7,7,100.0%,3.620,4,2,,,,,1,,,,,,,,,
Arts,Dance, 327,813,"Wutz,Darci L",11,11,100.0%,3.545,4,3,2,1,,1,,,,,,,,,,
Arts,Dance, 327,Course Total,Course Total,11,11,100.0%,3.545,4,3,2,1,,1,,,,,,,,,,
Arts,Dance, 370,802,"World Heil,Kris L",21,18,85.7%,2.852,8,,1,4,,,1,,,2,,2,1,,,
Arts,Dance, 370,803,"Hernandez,Joseph Michael",29,29,100.0%,3.115,12,3,2,3,4,1,,,2,,,2,,,,
Arts,Dance, 370,Course Total,Course Total,50,47,94.0%,3.014,20,3,3,7,4,1,1,,2,2,,4,1,,,
Arts,Dance, 412,801,"Burkholder,Daniel D",13,13,100.0%,3.718,7,3,2,,1,,,,,,,,,,,
Arts,Dance, 412,802,"Springer,Dawn Christine",10,8,80.0%,3.794,3,5,,,,,,,,,,,1,,,
Arts,Dance, 412,Course Total,Course Total,23,21,91.3%,3.747,10,8,2,,1,,,,,,,,1,,,
Arts,Dance, 413,801,"Gillespie,Maria Soledad",6,6,100.0%,3.667,5,,,,,,1,,,,,,,,,
Arts,Dance, 413,Course Total,Course Total,6,6,100.0%,3.667,5,,,,,,1,,,,,,,,,
Arts,Dance, 460,001,"Culbreth,Mair W",12,12,100.0%,3.606,7,1,,1,1,1,,,,,,,,,,1
Arts,Dance, 460,Course Total,Course Total,12,12,100.0%,3.606,7,1,,1,1,1,,,,,,,,,,1
Arts,Dance, 601,001,"Linhares Ferro,Simone",8,8,100.0%,3.959,7,1,,,,,,,,,,,,,,
Arts,Dance, 601,Course Total,Course Total,8,8,100.0%,3.959,7,1,,,,,,,,,,,,,,
Arts,Dance, 762,101,"Culbreth,Mair W",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Arts,Dance, 762,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Arts,Dance, 831,901,"Miller,Richard Andrew",6,6,100.0%,3.945,5,1,,,,,,,,,,,,,,
Arts,Dance, 831,Course Total,Course Total,6,6,100.0%,3.945,5,1,,,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 114,401,"Balcom,Benjamin Risley",81,78,96.3%,2.932,25,17,8,6,2,3,1,3,,1,2,10,2,,,
Arts,"Film, Video, Anim & New Genres", 114,402,"Felker,Lori A",80,79,98.8%,3.595,41,18,9,5,1,2,,1,,,,2,1,,,
Arts,"Film, Video, Anim & New Genres", 114,403,"Vanderkelen,Janelle K",57,55,96.5%,3.383,24,14,4,,6,3,,1,,,1,2,,,,
Arts,"Film, Video, Anim & New Genres", 114,Course Total,Course Total,218,212,97.2%,3.296,90,49,21,11,9,8,1,5,,1,3,14,3,,,
Arts,"Film, Video, Anim & New Genres", 116,401,"Wetzel,Stephen M",81,78,96.3%,3.244,11,24,15,17,3,1,3,1,1,,1,1,1,,,
Arts,"Film, Video, Anim & New Genres", 116,402,"Gravander,Neil Brian",77,74,96.1%,3.166,7,17,21,16,4,2,4,,2,,,1,3,,,
Arts,"Film, Video, Anim & New Genres", 116,403,"Gravander,Neil Brian",21,20,95.2%,2.567,4,1,4,1,3,1,2,,,1,,3,,,,
Arts,"Film, Video, Anim & New Genres", 116,Course Total,Course Total,179,172,96.1%,3.132,22,42,40,34,10,4,9,1,3,1,1,5,4,,,
Arts,"Film, Video, Anim & New Genres", 117,801,"Coyle,Lilly Czarnecki",20,20,100.0%,3.101,5,1,2,6,3,,2,1,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 117,802,"Torinus,Alexandra L",19,19,100.0%,3.211,,5,7,4,2,,1,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 117,803,"Teal,Ariel Kate",20,20,100.0%,3.451,10,4,1,1,3,,,,,,,1,,,,
Arts,"Film, Video, Anim & New Genres", 117,804,"Balcom,Benjamin Risley",21,20,95.2%,2.535,6,1,,3,4,,,2,,,,4,,,,
Arts,"Film, Video, Anim & New Genres", 117,805,"Witzling,David R",19,17,89.5%,2.902,1,4,3,4,,1,2,,1,1,,,,,,
Arts,"Film, Video, Anim & New Genres", 117,806,"Katchever,Katherine A",20,19,95.0%,3.279,2,3,8,4,,2,,,,,,,1,,,
Arts,"Film, Video, Anim & New Genres", 117,807,"Lane,Rachel Elizabeth",20,20,100.0%,3.784,12,5,2,,1,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 117,808,"Brooks,Isaac",19,18,94.7%,3.167,2,5,4,4,2,,,,,,,1,1,,,
Arts,"Film, Video, Anim & New Genres", 117,809,"Lane,Rachel Elizabeth",20,20,100.0%,3.634,11,5,1,1,,1,,1,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 117,810,"Vanderkelen,Janelle K",18,17,94.4%,3.707,5,9,3,,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 117,Course Total,Course Total,196,190,96.9%,3.278,54,42,31,27,15,4,5,4,1,1,,6,2,,,
Arts,"Film, Video, Anim & New Genres", 118,801,"McGuire,Brian James",18,16,88.9%,3.334,3,6,4,,2,,,,,,1,,,,,
Arts,"Film, Video, Anim & New Genres", 118,802,"Hamalian,Hannah Raye White",14,14,100.0%,3.430,4,4,1,2,3,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 118,Course Total,Course Total,32,30,93.8%,3.379,7,10,5,2,5,,,,,,1,,,,,
Arts,"Film, Video, Anim & New Genres", 150,001,"Cobb,Portia E",20,16,80.0%,3.376,8,3,1,1,,,1,1,,1,,,,,,
Arts,"Film, Video, Anim & New Genres", 150,002,"McMahon,Ada",15,13,86.7%,3.052,2,3,1,4,2,,,,,,,1,2,,,
Arts,"Film, Video, Anim & New Genres", 150,003,"Umali,Renato G",20,20,100.0%,3.500,13,1,,2,,1,3,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 150,Course Total,Course Total,55,49,89.1%,3.341,23,7,2,7,2,1,4,1,,1,,1,2,,,
Arts,"Film, Video, Anim & New Genres", 203,291,"Thiele,Brooke Ruthann",9,7,77.8%,3.381,3,,,3,1,,,,,,,,1,,,
Arts,"Film, Video, Anim & New Genres", 203,901,"Gravander,Neil Brian",8,8,100.0%,2.876,2,2,1,,1,,,1,,,,1,,,,
Arts,"Film, Video, Anim & New Genres", 203,903,"Kurz,Jeffrey Paul",10,9,90.0%,2.370,,2,2,1,,1,1,,,,,2,,,,
Arts,"Film, Video, Anim & New Genres", 203,Course Total,Course Total,27,24,88.9%,2.834,5,4,3,4,2,1,1,1,,,,3,1,,,
Arts,"Film, Video, Anim & New Genres", 220,801,"Yeo,Robert H",10,7,70.0%,2.714,,1,2,2,1,,,,,,,1,2,,,
Arts,"Film, Video, Anim & New Genres", 220,802,"Coyle,Lilly Czarnecki",18,17,94.4%,2.562,3,1,,3,,3,3,,1,2,,,1,,,1
Arts,"Film, Video, Anim & New Genres", 220,Course Total,Course Total,28,24,85.7%,2.608,3,2,2,5,1,3,3,,1,2,,1,3,,,1
Arts,"Film, Video, Anim & New Genres", 222,001,"Balcom,Benjamin Risley",22,22,100.0%,3.524,14,,,4,,,3,,,,,,,,,1
Arts,"Film, Video, Anim & New Genres", 222,002,"Gravander,Neil Brian",20,20,100.0%,2.685,3,4,1,1,3,2,1,3,,1,,1,,,,
Arts,"Film, Video, Anim & New Genres", 222,003,"Torinus,Alexandra L",20,20,100.0%,3.084,4,1,2,5,6,1,1,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 222,004,"Vanderkelen,Janelle K",21,20,95.2%,3.483,10,4,2,,,3,,,1,,,,1,,,
Arts,"Film, Video, Anim & New Genres", 222,005,"McGuire,Brian James",20,19,95.0%,3.203,5,3,6,1,,1,,,,,2,,,,,1
Arts,"Film, Video, Anim & New Genres", 222,Course Total,Course Total,103,101,98.1%,3.199,36,12,11,11,9,7,5,3,1,1,2,1,1,,,2
Arts,"Film, Video, Anim & New Genres", 231,801,"Bogner,Carl E",20,19,95.0%,3.648,7,5,5,,1,,,,,,,,1,,,1
Arts,"Film, Video, Anim & New Genres", 231,802,"McMahon,Ada",18,18,100.0%,3.686,7,7,2,2,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 231,Course Total,Course Total,38,37,97.4%,3.667,14,12,7,2,1,,,,,,,,1,,,1
Arts,"Film, Video, Anim & New Genres", 232,001,"Hamalian,Hannah Raye White",18,16,88.9%,3.042,3,4,3,1,,,3,1,1,,,,1,,,
Arts,"Film, Video, Anim & New Genres", 232,002,"Thiele,Brooke Ruthann",20,19,95.0%,2.474,3,3,1,3,,1,3,,2,,1,2,,,,
Arts,"Film, Video, Anim & New Genres", 232,003,"Thiele,Brooke Ruthann",16,16,100.0%,2.104,3,,,2,2,,3,,1,3,,2,,,,
Arts,"Film, Video, Anim & New Genres", 232,Course Total,Course Total,54,51,94.4%,2.536,9,7,4,6,2,1,9,1,4,3,1,4,1,,,
Arts,"Film, Video, Anim & New Genres", 234,001,"White,Iverson",12,11,91.7%,2.787,4,,,2,,2,2,,,,,1,1,,,
Arts,"Film, Video, Anim & New Genres", 234,Course Total,Course Total,12,11,91.7%,2.787,4,,,2,,2,2,,,,,1,1,,,
Arts,"Film, Video, Anim & New Genres", 255,291,"Umali,Renato G",20,20,100.0%,2.951,8,4,,2,1,,1,,,1,1,2,,,,
Arts,"Film, Video, Anim & New Genres", 255,Course Total,Course Total,20,20,100.0%,2.951,8,4,,2,1,,1,,,1,1,2,,,,
Arts,"Film, Video, Anim & New Genres", 301,001,"Kirshtner,Kelly V",19,17,89.5%,2.804,2,3,1,3,3,3,,,1,,,1,2,,,
Arts,"Film, Video, Anim & New Genres", 301,002,"Dudek,Duane A",13,13,100.0%,2.695,,2,,2,3,3,2,,,,,,,,,1
Arts,"Film, Video, Anim & New Genres", 301,003,"Witzling,David R",13,13,100.0%,2.948,,2,3,4,1,2,,1,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 301,004,"Cobb,Portia E",8,8,100.0%,2.418,2,2,1,,,,,,,,1,2,,,,
Arts,"Film, Video, Anim & New Genres", 301,291,"Mink,Kelly E",15,14,93.3%,3.120,7,2,,,1,,2,1,,,,1,,,,
Arts,"Film, Video, Anim & New Genres", 301,Course Total,Course Total,68,65,95.6%,2.834,11,11,5,9,8,8,4,2,1,,1,4,2,,,1
Arts,"Film, Video, Anim & New Genres", 319,001,"Cobb,Portia E",10,10,100.0%,3.367,4,2,,2,,1,1,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 319,002,"Dudek,Duane A",11,11,100.0%,3.101,2,3,,,2,2,1,,,,,,,,,1
Arts,"Film, Video, Anim & New Genres", 319,291,"Mink,Kelly E",15,15,100.0%,3.133,7,,1,2,1,1,1,1,,1,,,,,,
Arts,"Film, Video, Anim & New Genres", 319,Course Total,Course Total,36,36,100.0%,3.191,13,5,1,4,3,4,3,1,,1,,,,,,1
Arts,"Film, Video, Anim & New Genres", 341,001,"Kurz,Jeffrey Paul",11,10,90.9%,2.967,,2,,5,1,2,,,,,,,1,,,
Arts,"Film, Video, Anim & New Genres", 341,002,"Bogner,Carl E",17,17,100.0%,3.864,12,4,,1,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 341,291,"Thiele,Brooke Ruthann",7,7,100.0%,2.906,1,,,3,2,,1,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 341,Course Total,Course Total,35,34,97.1%,3.403,13,6,,9,3,2,1,,,,,,1,,,
Arts,"Film, Video, Anim & New Genres", 380,001,"Cakaroz,Emir",7,6,85.7%,3.168,2,3,,,,,,,,,,1,1,,,
Arts,"Film, Video, Anim & New Genres", 380,002,"Bunker,Tate J",18,18,100.0%,3.315,6,3,3,2,2,1,,,,1,,,,,,
Arts,"Film, Video, Anim & New Genres", 380,003,"Bunker,Tate J",22,22,100.0%,3.380,5,8,1,4,3,,,1,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 380,005,"Kafer,Sean Michael",10,10,100.0%,3.499,1,3,6,,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 380,008,"Klatte,Owen",10,10,100.0%,3.467,3,2,2,2,1,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 380,009,"Kafer,Sean Michael",7,4,57.1%,3.418,,2,1,1,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 380,011,"Kirshtner,Kelly V",16,16,100.0%,3.563,10,1,,3,1,,,1,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 380,013,"Wetzel,Stephen M",12,12,100.0%,3.752,5,6,,1,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 380,292,"Umali,Renato G",11,10,90.9%,2.793,3,1,,2,,,,,,,1,1,1,,,2
Arts,"Film, Video, Anim & New Genres", 380,Course Total,Course Total,113,108,95.6%,3.403,35,29,13,15,7,1,,2,,1,1,2,2,,,2
Arts,"Film, Video, Anim & New Genres", 420,401,"Hamalian,Hannah Raye White",16,15,93.8%,3.245,1,5,4,,4,1,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 420,402,"Kafer,Sean Michael",7,7,100.0%,3.447,,4,,2,,,,,,,,,,,,1
Arts,"Film, Video, Anim & New Genres", 420,403,"Kirshtner,Kelly V",6,6,100.0%,3.057,1,1,,3,,,,1,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 420,404,"Kafer,Sean Michael",6,6,100.0%,3.443,1,1,3,1,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 420,407,"Balcom,Benjamin Risley",7,6,85.7%,3.335,3,,,,3,,,,,,,,1,,,
Arts,"Film, Video, Anim & New Genres", 420,408,"D'Haeze,Gregory Michael",13,11,84.6%,2.636,2,2,3,,,,1,1,,,,2,2,,,
Arts,"Film, Video, Anim & New Genres", 420,409,"Mclean,Jesse J",6,6,100.0%,3.443,1,1,3,1,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 420,Course Total,Course Total,61,57,93.4%,3.179,9,14,13,7,7,1,1,2,,,,2,3,,,1
Arts,"Film, Video, Anim & New Genres", 434,401,"Kirshtner,Kelly V",20,19,95.0%,2.562,5,2,2,2,1,,,1,,3,2,1,1,,,
Arts,"Film, Video, Anim & New Genres", 434,Course Total,Course Total,20,19,95.0%,2.562,5,2,2,2,1,,,1,,3,2,1,1,,,
Arts,"Film, Video, Anim & New Genres", 460,005,"Balcom,Benjamin Risley",8,7,87.5%,3.429,4,,,2,,,1,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 460,006,"Mclean,Jesse J",9,9,100.0%,3.593,4,2,,3,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 460,Course Total,Course Total,17,16,94.1%,3.521,8,2,,5,,,1,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 509,401,"Blau,Richard M",16,16,100.0%,2.730,,5,3,1,,1,1,4,1,,,,,,,
Arts,"Film, Video, Anim & New Genres", 509,402,"Bogner,Carl E",17,16,94.1%,3.666,8,2,4,2,,,,,,,,,1,,,
Arts,"Film, Video, Anim & New Genres", 509,403,"White,Iverson",15,15,100.0%,3.833,3,,1,,,,,,,,,,,,,11
Arts,"Film, Video, Anim & New Genres", 509,Course Total,Course Total,48,47,97.9%,3.269,11,7,8,3,,1,1,4,1,,,,1,,,11
Arts,"Film, Video, Anim & New Genres", 510,403,"Bunker,Tate J",13,13,100.0%,3.563,6,,4,3,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 510,404,"White,Iverson",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Arts,"Film, Video, Anim & New Genres", 510,Course Total,Course Total,19,19,100.0%,3.701,12,,4,3,,,,,,,,,,,,
Arts,Music,   1,001,"Backes,Joshua David",20,20,100.0%,3.404,9,3,3,1,1,,1,,,,,1,,,1,
Arts,Music,   1,Course Total,Course Total,20,20,100.0%,3.404,9,3,3,1,1,,1,,,,,1,,,1,
Arts,Music,  30,801,"Climer,John A",17,16,94.1%,4.000,16,,,,,,,,,,,,1,,,
Arts,Music,  30,Course Total,Course Total,17,16,94.1%,4.000,16,,,,,,,,,,,,1,,,
Arts,Music,  40,801,"Corley,Scott R",40,38,95.0%,3.686,25,7,,,2,,,1,,,,1,2,,,2
Arts,Music,  40,Course Total,Course Total,40,38,95.0%,3.686,25,7,,,2,,,1,,,,1,2,,,2
Arts,Music,  42,801,"Climer,John A",25,25,100.0%,4.000,24,,,,,,,,,,,,,,,1
Arts,Music,  42,Course Total,Course Total,25,25,100.0%,4.000,24,,,,,,,,,,,,,,,1
Arts,Music,  44,801,"Durlam,Zachary Daniel",29,28,96.6%,3.827,24,2,,,,,,,,,,1,,,,1
Arts,Music,  44,Course Total,Course Total,29,28,96.6%,3.827,24,2,,,,,,,,,,1,,,,1
Arts,Music,  45,801,"Durlam,Zachary Daniel",39,38,97.4%,3.842,33,2,1,,,1,,,,1,,,,,,
Arts,Music,  45,Course Total,Course Total,39,38,97.4%,3.842,33,2,1,,,1,,,,1,,,,,,
Arts,Music,  50,801,"Durlam,Zachary Daniel",31,30,96.8%,3.645,22,3,1,,1,,1,,1,1,,,,,,
Arts,Music,  50,Course Total,Course Total,31,30,96.8%,3.645,22,3,1,,1,,1,,1,1,,,,,,
Arts,Music,  52,802,"Wysocky,Karen Ann",27,25,92.6%,3.867,22,1,,1,,,1,,,,,,,,,
Arts,Music,  52,Course Total,Course Total,27,25,92.6%,3.867,22,1,,1,,,1,,,,,,,,,
Arts,Music,  56,801,"Durlam,Zachary Daniel",32,32,100.0%,3.875,28,3,,,,,,,,1,,,,,,
Arts,Music,  56,Course Total,Course Total,32,32,100.0%,3.875,28,3,,,,,,,,1,,,,,,
Arts,Music,  62,801,"Daniel,Kenneth Lenard",8,8,100.0%,4.000,8,,,,,,,,,,,,,,,
Arts,Music,  62,Course Total,Course Total,8,8,100.0%,4.000,8,,,,,,,,,,,,,,,
Arts,Music,  81,801,"Deutsch,Margery",29,25,86.2%,3.747,19,3,2,,,,,,,,,1,1,,,
Arts,Music,  81,Course Total,Course Total,29,25,86.2%,3.747,19,3,2,,,,,,,,,1,1,,,
Arts,Music, 100,001,"Noonan,Timothy",22,20,90.9%,2.574,4,1,2,2,2,1,2,1,,,1,2,2,,,2
Arts,Music, 100,Course Total,Course Total,22,20,90.9%,2.574,4,1,2,2,2,1,2,1,,,1,2,2,,,2
Arts,Music, 101,001,"Flint,Gregory J",15,13,86.7%,3.389,4,1,2,3,2,,,,,,,,1,,,1
Arts,Music, 101,203,"Zelman,Jeremy Ethan",21,19,90.5%,1.737,4,,2,,2,,,1,1,2,,7,1,,,
Arts,Music, 101,Course Total,Course Total,36,32,88.9%,2.376,8,1,4,3,4,,,1,1,2,,7,2,,,1
Arts,Music, 102,001,"Forbes,Jack William",167,157,94.0%,2.810,46,21,12,14,12,5,11,10,3,5,6,11,6,,,1
Arts,Music, 102,202,"Sterner Miller,Timothy D",60,56,93.3%,3.108,28,4,3,6,5,,,1,,3,2,4,3,,,
Arts,Music, 102,203,"Wier,Alexander C",59,55,93.2%,2.643,20,6,3,3,4,1,1,3,,3,2,9,2,,,
Arts,Music, 102,Course Total,Course Total,286,268,93.7%,2.838,94,31,18,23,21,6,12,14,3,11,10,24,11,,,1
Arts,Music, 106,002,"Rodger,Gillian M",51,50,98.0%,,,,,,,,,,,,,,1,,,50
Arts,Music, 106,Course Total,Course Total,51,50,98.0%,,,,,,,,,,,,,,1,,,50
Arts,Music, 107,001,"Noonan,Timothy",81,79,97.5%,,,,,,,,,,,,,,1,,,79
Arts,Music, 107,Course Total,Course Total,81,79,97.5%,,,,,,,,,,,,,,1,,,79
Arts,Music, 120,001,"Schoofs,Amanda Lee",20,19,95.0%,,,,,,,,,,,,,,1,,,19
Arts,Music, 120,Course Total,Course Total,20,19,95.0%,,,,,,,,,,,,,,1,,,19
Arts,Music, 123,001,"Welstead,Jon A",11,11,100.0%,2.818,2,1,2,1,1,1,1,1,,1,,,,,,
Arts,Music, 123,002,"Burmeister,James R",22,22,100.0%,3.682,15,3,3,,,,,,,,,1,,,,
Arts,Music, 123,Course Total,Course Total,33,33,100.0%,3.394,17,4,5,1,1,1,1,1,,1,,1,,,,
Arts,Music, 124,001,"Welstead,Jon A",22,22,100.0%,2.895,2,3,3,2,3,3,,3,,,,,,,,3
Arts,Music, 124,Course Total,Course Total,22,22,100.0%,2.895,2,3,3,2,3,3,,3,,,,,,,,3
Arts,Music, 127,002,"Backes,Joshua David",35,35,100.0%,2.980,5,6,6,4,4,5,2,,,1,,1,,,1,
Arts,Music, 127,Course Total,Course Total,35,35,100.0%,2.980,5,6,6,4,4,5,2,,,1,,1,,,1,
Arts,Music, 128,001,"Heinrichs,William C",19,19,100.0%,3.825,13,4,,2,,,,,,,,,,,,
Arts,Music, 128,Course Total,Course Total,19,19,100.0%,3.825,13,4,,2,,,,,,,,,,,,
Arts,Music, 130,801,"Otwell,Margaret V",20,17,85.0%,3.765,16,,,,,,,,,,,1,2,,,
Arts,Music, 130,802,"Schilling,Johanna Signe",20,20,100.0%,3.807,17,,1,,,,,,,1,,,,,,1
Arts,Music, 130,803,"Schilling,Johanna Signe",20,17,85.0%,3.902,16,,,,,1,,,,,,,1,,,
Arts,Music, 130,Course Total,Course Total,60,54,90.0%,3.824,49,,1,,,1,,,,1,,1,3,,,1
Arts,Music, 140,001,"Rowe,Wendy S",14,14,100.0%,3.512,5,3,3,,,2,,,,,,,,,1,
Arts,Music, 140,003,"Weber,Vanessa",13,13,100.0%,2.360,4,,1,,,2,1,,1,1,,2,,,,1
Arts,Music, 140,Course Total,Course Total,27,27,100.0%,2.959,9,3,4,,,4,1,,1,1,,2,,,1,1
Arts,Music, 150,801,"Belfer,Beverly R",22,22,100.0%,3.952,20,,,1,,,,,,,,,,,,1
Arts,Music, 150,802,"Belfer,Beverly R",32,31,96.9%,3.733,26,,,2,,,1,,,,,1,,,,1
Arts,Music, 150,803,"Stropes,John Patrick",40,36,90.0%,3.381,9,18,5,1,,,,,,,,3,4,,,
Arts,Music, 150,804,"Belfer,Beverly R",30,29,96.7%,3.383,16,3,,3,2,,1,,,,,2,,,,2
Arts,Music, 150,Course Total,Course Total,124,118,95.2%,3.579,71,21,5,7,2,,2,,,,,6,4,,,4
Arts,Music, 151,001,"Chekan,Elina",8,7,87.5%,4.000,7,,,,,,,,,,,,,,,
Arts,Music, 151,Course Total,Course Total,8,7,87.5%,4.000,7,,,,,,,,,,,,,,,
Arts,Music, 182,801,"Kim,Jun Y",30,29,96.7%,3.942,27,,1,1,,,,,,,,,,,,
Arts,Music, 182,Course Total,Course Total,30,29,96.7%,3.942,27,,1,1,,,,,,,,,,,,
Arts,Music, 211,401,"Noonan,Timothy",49,48,98.0%,2.431,7,4,3,5,5,6,6,3,3,,1,5,,,,
Arts,Music, 211,Course Total,Course Total,49,48,98.0%,2.431,7,4,3,5,5,6,6,3,3,,1,5,,,,
Arts,Music, 220,001,"Schlei,Kevin D",13,12,92.3%,3.056,7,,,2,1,,,,,,,2,1,,,
Arts,Music, 220,Course Total,Course Total,13,12,92.3%,3.056,7,,,2,1,,,,,,,2,1,,,
Arts,Music, 225,001,"Heinrichs,William C",26,24,92.3%,3.640,12,5,2,3,2,,,,,,,,1,,,
Arts,Music, 225,Course Total,Course Total,26,24,92.3%,3.640,12,5,2,3,2,,,,,,,,1,,,
Arts,Music, 226,001,"Burmeister,James R",11,11,100.0%,2.788,2,1,1,4,,,1,1,,,,1,,,,
Arts,Music, 226,002,"Burmeister,James R",15,13,86.7%,3.745,9,2,,,2,,,,,,,,1,,,
Arts,Music, 226,Course Total,Course Total,26,24,92.3%,3.306,11,3,1,4,2,,1,1,,,,1,1,,,
Arts,Music, 230,001,"Backes,Joshua David",19,19,100.0%,3.158,6,2,2,3,1,2,2,1,,,,,,,,
Arts,Music, 230,Course Total,Course Total,19,19,100.0%,3.158,6,2,2,3,1,2,2,1,,,,,,,,
Arts,Music, 271,801,"Roman,Nicole M",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Arts,Music, 271,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Arts,Music, 274,002,"Stropes,John Patrick",6,6,100.0%,3.600,3,1,,,,1,,,,,,,,1,,
Arts,Music, 274,Course Total,Course Total,6,6,100.0%,3.600,3,1,,,,1,,,,,,,,1,,
Arts,Music, 307,401,"Rodger,Gillian M",40,39,97.5%,2.351,7,4,2,3,3,4,2,1,3,,6,3,1,,,1
Arts,Music, 307,Course Total,Course Total,40,39,97.5%,2.351,7,4,2,3,3,4,2,1,3,,6,3,1,,,1
Arts,Music, 310,001,"Sterner Miller,Timothy D",21,20,95.2%,2.702,6,2,3,2,,,2,,,,,4,1,,,1
Arts,Music, 310,Course Total,Course Total,21,20,95.2%,2.702,6,2,3,2,,,2,,,,,4,1,,,1
Arts,Music, 323,001,"Heinrichs,William C",25,25,100.0%,3.680,19,3,,1,,,1,,,,,1,,,,
